Id,CIF,Entidad_Norm,Provincia_Entidad,ID_ENTIDAD,NIF_COD,ACRONIMO,NOMBRE_ENTIDAD,Nombre_Entidad_Mostrar,TIPO_ENTIDAD_N1_1,TIPO_ENTIDAD_N2_1,DIRECCION_POSTAL,COD_POSTAL,COD_PROVINCIA,PROVINCIA,COD_CCAA,CCAA,ENLACE_WEB,SOMMA,TIPO_ENTIDAD_REGIONAL,ESTADO_x,CodigoInvente,DenominacionSocial,FormaJuridica_Codigo,FormaJuridica_Descripcion,NIF,codigoDir3,codigoOrigen,Provincia_Codigo,C_ID_UD_ORGANICA,C_DNM_UD_ORGANICA,C_ID_NIVEL_ADMON,C_ID_TIPO_ENT_PUBLICA,N_NIVEL_JERARQUICO,C_ID_DEP_UD_SUPERIOR,C_DNM_UD_ORGANICA_SUPERIOR,C_ID_DEP_UD_PRINCIPAL,C_DNM_UD_ORGANICA_PRINCIPAL,B_SW_DEP_EDP_PRINCIPAL,C_ID_DEP_EDP_PRINCIPAL,C_DNM_UD_ORGANICA_EDP_PRINCIPAL,C_ID_ESTADO,D_VIG_ALTA_OFICIAL,NIF_CIF,C_ID_AMB_PROVINCIA,C_DESC_PROV,CONTACTOS,List_Entidad_Norm,List_Provincia_Entidad,List_CIF
9145,,consorcio centro de investigacion biomedica en red m p ciber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,consorcio centro de investigacion biomedica en red m p ciber,,
9146,,consorcio de la ciudad monumental historico artistica y arqueologica de merida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,consorcio de la ciudad monumental historico artistica y arqueologica de merida,,
9147,,consorcio hospital general universitario valencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,consorcio hospital general universitario valencia,,
9148,,consorcio hospitalario provincial de castellon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,consorcio hospitalario provincial de castellon,,
9149,,consorcio para el diseno construccion equipamiento y explotacion de la plataforma oceanica de canarias plocan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,consorcio para el diseno construccion equipamiento y explotacion de la plataforma oceanica de canarias plocan,,
9150,,consorcio para el diseno la construccion equipamiento y explotacion plataforma oceanica canarias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,consorcio para el diseno la construccion equipamiento y explotacion plataforma oceanica canarias,,
9151,,consorcio plataforma oceanica de canarias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,consorcio plataforma oceanica de canarias,,
9152,,consorcio sanitario del maresme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,consorcio sanitario del maresme,,
9153,,control analitico de fuentes medioambientales cafma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,control analitico de fuentes medioambientales cafma,,
9154,,copenhagen business school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,copenhagen business school,,
9155,,cornell university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cornell university,,
9156,,corporacion sanitaria parc tauli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,corporacion sanitaria parc tauli,,
9157,,costerton biofilm university of copenhaguen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,costerton biofilm university of copenhaguen,,
9158,,coventry university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,coventry university,,
9159,,cr polis arte ciudad sociedad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cr polis arte ciudad sociedad,,
9160,,cranfield university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cranfield university,,
9161,,cresppa umr cnrs 7217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cresppa umr cnrs 7217,,
9162,,cria nova fcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cria nova fcsh,,
9163,,crimic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crimic,,
9164,,crimic centre de recherches interdisciplinaires sur les mondes iberiques contemporains ea 2561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crimic centre de recherches interdisciplinaires sur les mondes iberiques contemporains ea 2561,,
9165,,csem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csem,,
9166,,cseu la salle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cseu la salle,,
9167,,csic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csic,,
9168,,csic consejo superior de investigaciones cientificas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csic consejo superior de investigaciones cientificas,,
9169,,csic delegacion en andalucia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csic delegacion en andalucia,,
9170,,csic delegacion en cataluna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csic delegacion en cataluna,,
9171,,csic delegacion en valencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csic delegacion en valencia,,
9172,,csic icm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csic icm,,
9173,,csic iim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csic iim,,
9174,,csic imedea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csic imedea,,
9175,,csic instituto de agrobiotecnologia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csic instituto de agrobiotecnologia,,
9176,,csic instituto de agrobiotecnologia csic instituto de agrobiotecnologia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csic instituto de agrobiotecnologia csic instituto de agrobiotecnologia,,
9177,,csic instituto de investigaciones marinas iim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csic instituto de investigaciones marinas iim,,
9178,,csic instituto mediterraneo de estudios avanzados imedea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csic instituto mediterraneo de estudios avanzados imedea,,
9179,,csic intistuto de ciencias del mar icm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csic intistuto de ciencias del mar icm,,
9180,,csic_blanes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csic_blanes,,
9181,,csiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csiro,,
9182,,csiro commonwealth scientific and industrial research organisation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csiro commonwealth scientific and industrial research organisation,,
9183,,csiro st lucia queensland biosciences precinct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csiro st lucia queensland biosciences precinct,,
9184,,ct ciencias de la tierra fundacion canaria parque cientifico tecnologico de la universidad de las pa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ct ciencias de la tierra fundacion canaria parque cientifico tecnologico de la universidad de las pa,,
9185,,cubillejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cubillejo,,
9186,,cuenca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cuenca,,
9187,,cuenca molinos de papel palomera y buenache de la sierra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cuenca molinos de papel palomera y buenache de la sierra,,
9188,,cultius extensius agronomia dels cultius extensius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cultius extensius agronomia dels cultius extensius,,
9189,,cultius extensius millora genetica de cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cultius extensius millora genetica de cereals,,
9190,,cultivos marinos de guardamar s l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cultivos marinos de guardamar s l,,
9191,,curtin university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,curtin university,,
9192,,cysoc_centro de investigacion comunicacion y sociedad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cysoc_centro de investigacion comunicacion y sociedad,,
9193,,czech institute of egyptology faculty of arts charles university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,czech institute of egyptology faculty of arts charles university,,
9194,,czech institute of unformatics robotics and cybernetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,czech institute of unformatics robotics and cybernetics,,
9195,,dalhousie university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dalhousie university,,
9196,,dana farber cancer institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dana farber cancer institute,,
9197,,daniel felix ritchie school of engineering computer science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,daniel felix ritchie school of engineering computer science,,
9198,,danmarks tekniske universitet technical university of denmark dtu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,danmarks tekniske universitet technical university of denmark dtu,,
9199,,data quality team sl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data quality team sl,,
9200,,dcu dublin city university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dcu dublin city university,,
9201,,ddpto geografia y geologia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ddpto geografia y geologia,,
9202,,de medicina y odontologia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,de medicina y odontologia,,
9203,,de psicologia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,de psicologia,,
9204,,deakin university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deakin university,,
9205,,deakin university melbourne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deakin university melbourne,,
9206,,deapartamento de filologia moderna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deapartamento de filologia moderna,,
9207,,delegacao regional do porto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delegacao regional do porto,,
9208,,delft university of technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delft university of technology,,
9209,,delft universuty of technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delft universuty of technology,,
9210,,deltares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deltares,,
9211,,dep ciencies matematiques i informatica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dep ciencies matematiques i informatica,,
9212,,dep filologia i didactica de la llengua i la literatura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dep filologia i didactica de la llengua i la literatura,,
9213,,dep fisica grup de fisica gravitacional teoria i observacio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dep fisica grup de fisica gravitacional teoria i observacio,,
9214,,departamemto de ingenieria quimica y ambiental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departamemto de ingenieria quimica y ambiental,,
9215,,departament arts visuals i disseny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament arts visuals i disseny,,
9216,,departament biologia evolutiva ecologia i ciencies ambientals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament biologia evolutiva ecologia i ciencies ambientals,,
9217,,departament biomedicina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament biomedicina,,
9218,,departament ciencies historiques i teoria de les arts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament ciencies historiques i teoria de les arts,,
9219,,departament d antropologia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament d antropologia social,,
9220,,departament d econometria estadistica i economia aplicada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament d econometria estadistica i economia aplicada,,
9221,,departament d economia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament d economia,,
9222,,departament d enginyeria electronica i biomedica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament d enginyeria electronica i biomedica,,
9223,,departament d enginyeries seccio electronica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament d enginyeries seccio electronica,,
9224,,departament d estudis anglesos i llengues i literatures modernes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament d estudis anglesos i llengues i literatures modernes,,
9225,,departament d estudis de comunicacio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament d estudis de comunicacio,,
9226,,departament d etudes hispaniques et hispano americaines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament d etudes hispaniques et hispano americaines,,
9227,,departament d historia de l art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament d historia de l art,,
9228,,departament d historia economica institucions politica i economia mundial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament d historia economica institucions politica i economia mundial,,
9229,,departament d historia i arqueologia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament d historia i arqueologia,,
9230,,departament d historia i historia de l art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament d historia i historia de l art,,
9231,,departament d historia institucions politica i economia mundial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament d historia institucions politica i economia mundial,,
9232,,departament d infermeria de la salut publica salut mental i maternoinfantil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament d infermeria de la salut publica salut mental i maternoinfantil,,
9233,,departament de biblioteconomia documentacio i comunicacio audivisual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament de biblioteconomia documentacio i comunicacio audivisual,,
9234,,departament de biologia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament de biologia,,
9235,,departament de biologia cel lular fisiologia i immunologia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament de biologia cel lular fisiologia i immunologia,,
9236,,departament de biologia fonamental i ciencias de la salut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament de biologia fonamental i ciencias de la salut,,
9237,,departament de biologia fonamental i ciencies de la salut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament de biologia fonamental i ciencies de la salut,,
9238,,departament de biologia fonamental i cs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament de biologia fonamental i cs,,
9239,,departament de biologia sanitat i medi ambient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament de biologia sanitat i medi ambient,,
9240,,departament de biologia universitat de les illes balears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament de biologia universitat de les illes balears,,
9241,,departament de bioquimica i biomedicina molecular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament de bioquimica i biomedicina molecular,,
9242,,departament de bioquimica i fisiologia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament de bioquimica i fisiologia,,
9243,,departament de ciencia de material i quimica fisica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament de ciencia de material i quimica fisica,,
9244,,departament de ciencies fisiologiques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament de ciencies fisiologiques,,
9245,,departament de ciencies historiques i teoria de les arts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament de ciencies historiques i teoria de les arts,,
9246,,departament de ciencies matematiques i informatica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament de ciencies matematiques i informatica,,
9247,,departament de ciencies matematiques i informatica unitat de grafics i visio per computador i inteligencia artificial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament de ciencies matematiques i informatica unitat de grafics i visio per computador i inteligencia artificial,,
9248,,departament de cognicio desenvolupament i psicologia de l educacio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament de cognicio desenvolupament i psicologia de l educacio,,
9249,,departament de dinamica de la terra i de l ocea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament de dinamica de la terra i de l ocea,,
9250,,departament de dret administratiu dret processat historia del dret i dret financer i tributari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament de dret administratiu dret processat historia del dret i dret financer i tributari,,
9251,,departament de dret penal crimonologia i dret internacional public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament de dret penal crimonologia i dret internacional public,,
9252,,departament de dret privat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament de dret privat,,
9253,,departament de farmacia tecnologia farmaceutica i fisicoquimica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament de farmacia tecnologia farmaceutica i fisicoquimica,,
9254,,departament de farmacologia toxicologia i quimica terapeutica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament de farmacologia toxicologia i quimica terapeutica,,
9255,,departament de filologia catalana i linguistica general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament de filologia catalana i linguistica general,,
9256,,departament de filologia catalana i linguistica generals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament de filologia catalana i linguistica generals,,
9257,,departament de filologia classica filologia romanica i filologia semitica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament de filologia classica filologia romanica i filologia semitica,,
9258,,departament de filologia espanyola moderna i classica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament de filologia espanyola moderna i classica,,
9259,,departament de filologia hispanica teoria de la literatura i comunicacio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament de filologia hispanica teoria de la literatura i comunicacio,,
9260,,departament de filosofia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament de filosofia,,
9261,,departament de filosofia i treball social,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament de filosofia i treball social,,
9262,,departament de fisica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament de fisica,,
9263,,departament de fisica aplicada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament de fisica aplicada,,
9264,,departament de fisica de la materia condensada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament de fisica de la materia condensada,,
9265,,departament de fisica quantica i astrofisica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament de fisica quantica i astrofisica,,
9266,,departament de genetica microbiologia i estadistica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament de genetica microbiologia i estadistica,,
9267,,departament de geografia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament de geografia,,
9268,,departament de geologia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament de geologia,,
9269,,departament de matematica economica financera i actuarial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament de matematica economica financera i actuarial,,
9270,,departament de matematiques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament de matematiques,,
9271,,departament de matematiques i informatica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament de matematiques i informatica,,
9272,,departament de mineralogia petrologia i geologia aplicada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament de mineralogia petrologia i geologia aplicada,,
9273,,departament de nutricio ciencies de l alimentacio i gastronomia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament de nutricio ciencies de l alimentacio i gastronomia,,
9274,,departament de patologia i terapeutica experimental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament de patologia i terapeutica experimental,,
9275,,departament de pedagogia i didactica especifiques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament de pedagogia i didactica especifiques,,
9276,,departament de pedagogia i didactiques especifiques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament de pedagogia i didactiques especifiques,,
9277,,departament de psicologia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament de psicologia,,
9278,,departament de psicologia clinica i psicobiologia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament de psicologia clinica i psicobiologia,,
9279,,departament de psicologia social i psicologia quantitativa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament de psicologia social i psicologia quantitativa,,
9280,,departament de quimica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament de quimica,,
9281,,departament de quimica area d organica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament de quimica area d organica,,
9282,,departament de quimica inorganica i organica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament de quimica inorganica i organica,,
9283,,departament de teoria i historia de l educacio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament de teoria i historia de l educacio,,
9284,,departament dhistoria i historia de lart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament dhistoria i historia de lart,,
9285,,departament of electronic systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament of electronic systems,,
9286,,departament sociologia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament sociologia,,
9287,,departament unitat de formacio i recerca de treball social,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departament unitat de formacio i recerca de treball social,,
9288,,departamente de educacion psicologia de la educacion de la facultad de albacete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departamente de educacion psicologia de la educacion de la facultad de albacete,,
9289,,departamento biologia de sistemas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departamento biologia de sistemas,,
9290,,departamento ciencias juridicas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departamento ciencias juridicas,,
9291,,departamento de actividad fisica y ciencias del deporte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departamento de actividad fisica y ciencias del deporte,,
9292,,departamento de administracion de empresas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departamento de administracion de empresas,,
9293,,departamento de aerodinamica y propulsion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departamento de aerodinamica y propulsion,,
9294,,departamento de agricultura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departamento de agricultura,,
9295,,departamento de analisis economico economia financiera y contabilidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departamento de analisis economico economia financiera y contabilidad,,
9296,,departamento de analisis economico y finanzas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departamento de analisis economico y finanzas,,
9297,,departamento de analisis matematico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departamento de analisis matematico,,
9298,,departamento de anatomia anatomia patologica histologia y fisiologia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departamento de anatomia anatomia patologica histologia y fisiologia,,
9299,,departamento de arquitectura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departamento de arquitectura,,
9300,,departamento de arquitectura construccion sistemas oceanicos y navales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departamento de arquitectura construccion sistemas oceanicos y navales,,
9301,,departamento de arquitectura y tecnologia de la edificacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departamento de arquitectura y tecnologia de la edificacion,,
9302,,departamento de arquitectura y tecnologia de la edificacion universidad politecnica de cartagena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departamento de arquitectura y tecnologia de la edificacion universidad politecnica de cartagena,,
9303,,departamento de arte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departamento de arte,,
9304,,departamento de astrofisica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departamento de astrofisica,,
9305,,departamento de automatica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departamento de automatica,,
9306,,departamento de automatica campus de 19 universidad de alcala parque cientifico tec castilla la mancha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departamento de automatica campus de 19 universidad de alcala parque cientifico tec castilla la mancha,,
9307,,departamento de automatica ingenieria electrica y tecnologia electronica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departamento de automatica ingenieria electrica y tecnologia electronica,,
9308,,departamento de bellas artes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departamento de bellas artes,,
9309,,departamento de biodiversidad y gestion ambiental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departamento de biodiversidad y gestion ambiental,,
